file name	obj status	project	grant	lab	composite	data type	view	cell	localization	rna extract	replicate	data version	dcc accession	date submitted	date unrestricted	GEO sample accession	lab exp ID	bio rep	seq platform	table name	type	md5sum	size	url	line
wgEncodeRikenCageK562NucleusPamTssHmm.bedRnaElements.gz	replaced - using -1 instead of . to represent missing data	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	TssHmm	K562	nucleus	longNonPolyA	NA	ENCODE Mar 2012 Freeze	wgEncodeEH000330	2011-11-04	2012-08-04	GSM849337	I23	"wgEncodeRikenCageK562NucleusPamTssHmm.bedRnaElements.gz	objStatus=replaced - using -1 instead of . to represent missing data; project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=K562; localization=nucleus; rnaExtract=longNonPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000330; dateSubmitted=2011-11-04; dateUnrestricted=2012-08-04; subId=5087; geoSampleAccession=GSM849337; labExpId=I23; bioRep=gen0149N; labVersion=IDR; type=bedRnaElements; md5sum=3b004e336fb499508db2071e0dd28256; size=9.8M"	"wgEncodeRikenCageK562NucleusPamTssHmm.bedRnaElements.gz	objStatus=replaced - using -1 instead of . to represent missing data; project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=K562; localization=nucleus; rnaExtract=longNonPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000330; dateSubmitted=2011-11-04; dateUnrestricted=2012-08-04; subId=5087; geoSampleAccession=GSM849337; labExpId=I23; bioRep=gen0149N; labVersion=IDR; type=bedRnaElements; md5sum=3b004e336fb499508db2071e0dd28256; size=9.8M"	"wgEncodeRikenCageK562NucleusPamTssHmm.bedRnaElements.gz	objStatus=replaced - using -1 instead of . to represent missing data; project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=K562; localization=nucleus; rnaExtract=longNonPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000330; dateSubmitted=2011-11-04; dateUnrestricted=2012-08-04; subId=5087; geoSampleAccession=GSM849337; labExpId=I23; bioRep=gen0149N; labVersion=IDR; type=bedRnaElements; md5sum=3b004e336fb499508db2071e0dd28256; size=9.8M"	bedRnaElements	3b004e336fb499508db2071e0dd28256	9.8M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562NucleusPamTssHmm.bedRnaElements.gz	"wgEncodeRikenCageK562NucleusPamTssHmm.bedRnaElements.gz	objStatus=replaced - using -1 instead of . to represent missing data; project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=K562; localization=nucleus; rnaExtract=longNonPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000330; dateSubmitted=2011-11-04; dateUnrestricted=2012-08-04; subId=5087; geoSampleAccession=GSM849337; labExpId=I23; bioRep=gen0149N; labVersion=IDR; type=bedRnaElements; md5sum=3b004e336fb499508db2071e0dd28256; size=9.8M"
wgEncodeRikenCageK562NucleusPamTssHmmV2.bedRnaElements.gz	NA	"wgEncodeRikenCageK562NucleusPamTssHmmV2.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=K562; localization=nucleus; rnaExtract=longNonPolyA; submittedDataVersion=V2 - Repacing . with -1 for missing data; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000330; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5609; geoSampleAccession=GSM849337; labExpId=I23; bioRep=gen0149N; tableName=wgEncodeRikenCageK562NucleusPamTssHmmV2; type=bedRnaElements; md5sum=91864157643c796f3ac73b564c9fe688; size=9.8M"	Gingeras	RIKEN	wgEncodeRikenCage	Cage	TssHmm	K562	nucleus	longNonPolyA	NA	ENCODE Mar 2012 Freeze	wgEncodeEH000330	2012-02-10	2012-11-10	GSM849337	I23	"wgEncodeRikenCageK562NucleusPamTssHmmV2.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=K562; localization=nucleus; rnaExtract=longNonPolyA; submittedDataVersion=V2 - Repacing . with -1 for missing data; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000330; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5609; geoSampleAccession=GSM849337; labExpId=I23; bioRep=gen0149N; tableName=wgEncodeRikenCageK562NucleusPamTssHmmV2; type=bedRnaElements; md5sum=91864157643c796f3ac73b564c9fe688; size=9.8M"	"wgEncodeRikenCageK562NucleusPamTssHmmV2.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=K562; localization=nucleus; rnaExtract=longNonPolyA; submittedDataVersion=V2 - Repacing . with -1 for missing data; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000330; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5609; geoSampleAccession=GSM849337; labExpId=I23; bioRep=gen0149N; tableName=wgEncodeRikenCageK562NucleusPamTssHmmV2; type=bedRnaElements; md5sum=91864157643c796f3ac73b564c9fe688; size=9.8M"	wgEncodeRikenCageK562NucleusPamTssHmmV2	bedRnaElements	91864157643c796f3ac73b564c9fe688	9.8M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562NucleusPamTssHmmV2.bedRnaElements.gz	"wgEncodeRikenCageK562NucleusPamTssHmmV2.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=K562; localization=nucleus; rnaExtract=longNonPolyA; submittedDataVersion=V2 - Repacing . with -1 for missing data; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000330; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5609; geoSampleAccession=GSM849337; labExpId=I23; bioRep=gen0149N; tableName=wgEncodeRikenCageK562NucleusPamTssHmmV2; type=bedRnaElements; md5sum=91864157643c796f3ac73b564c9fe688; size=9.8M"
wgEncodeRikenCageK562NucleusPapTssHmm.bedRnaElements.gz	NA	"wgEncodeRikenCageK562NucleusPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=K562; localization=nucleus; rnaExtract=longPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000333; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5610; geoSampleAccession=GSM849338; labExpId=J91,J92; bioRep=001N,002N; labVersion=IDR; seqPlatform=Illumina_GA2x; tableName=wgEncodeRikenCageK562NucleusPapTssHmm; type=bedRnaElements; md5sum=c4cf529af320151c7948e604c45f45b3; size=6.5M"	Gingeras	RIKEN	wgEncodeRikenCage	Cage	TssHmm	K562	nucleus	longPolyA	NA	ENCODE Mar 2012 Freeze	wgEncodeEH000333	2012-02-10	2012-11-10	GSM849338	J91,J92	001N,002N; labVersion=IDR	Illumina_GA2x	wgEncodeRikenCageK562NucleusPapTssHmm	bedRnaElements	c4cf529af320151c7948e604c45f45b3	6.5M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562NucleusPapTssHmm.bedRnaElements.gz	"wgEncodeRikenCageK562NucleusPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=K562; localization=nucleus; rnaExtract=longPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000333; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5610; geoSampleAccession=GSM849338; labExpId=J91,J92; bioRep=001N,002N; labVersion=IDR; seqPlatform=Illumina_GA2x; tableName=wgEncodeRikenCageK562NucleusPapTssHmm; type=bedRnaElements; md5sum=c4cf529af320151c7948e604c45f45b3; size=6.5M"
wgEncodeRikenCageK562PolysomePamTssHmm.bedRnaElements.gz	replaced - using -1 instead of . to represent missing data	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	TssHmm	K562	polysome	longNonPolyA	NA	ENCODE Mar 2012 Freeze	wgEncodeEH000337	2011-11-04	2012-08-04	GSM849354	I32	"wgEncodeRikenCageK562PolysomePamTssHmm.bedRnaElements.gz	objStatus=replaced - using -1 instead of . to represent missing data; project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=K562; localization=polysome; rnaExtract=longNonPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000337; dateSubmitted=2011-11-04; dateUnrestricted=2012-08-04; subId=5062; geoSampleAccession=GSM849354; labExpId=I32; bioRep=gen0152P; labVersion=IDR; type=bedRnaElements; md5sum=b8b0edaab7470ec3b5a23fc10352f63b; size=9.4M"	"wgEncodeRikenCageK562PolysomePamTssHmm.bedRnaElements.gz	objStatus=replaced - using -1 instead of . to represent missing data; project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=K562; localization=polysome; rnaExtract=longNonPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000337; dateSubmitted=2011-11-04; dateUnrestricted=2012-08-04; subId=5062; geoSampleAccession=GSM849354; labExpId=I32; bioRep=gen0152P; labVersion=IDR; type=bedRnaElements; md5sum=b8b0edaab7470ec3b5a23fc10352f63b; size=9.4M"	"wgEncodeRikenCageK562PolysomePamTssHmm.bedRnaElements.gz	objStatus=replaced - using -1 instead of . to represent missing data; project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=K562; localization=polysome; rnaExtract=longNonPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000337; dateSubmitted=2011-11-04; dateUnrestricted=2012-08-04; subId=5062; geoSampleAccession=GSM849354; labExpId=I32; bioRep=gen0152P; labVersion=IDR; type=bedRnaElements; md5sum=b8b0edaab7470ec3b5a23fc10352f63b; size=9.4M"	bedRnaElements	b8b0edaab7470ec3b5a23fc10352f63b	9.4M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562PolysomePamTssHmm.bedRnaElements.gz	"wgEncodeRikenCageK562PolysomePamTssHmm.bedRnaElements.gz	objStatus=replaced - using -1 instead of . to represent missing data; project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=K562; localization=polysome; rnaExtract=longNonPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000337; dateSubmitted=2011-11-04; dateUnrestricted=2012-08-04; subId=5062; geoSampleAccession=GSM849354; labExpId=I32; bioRep=gen0152P; labVersion=IDR; type=bedRnaElements; md5sum=b8b0edaab7470ec3b5a23fc10352f63b; size=9.4M"
wgEncodeRikenCageK562PolysomePamTssHmmV2.bedRnaElements.gz	NA	"wgEncodeRikenCageK562PolysomePamTssHmmV2.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=K562; localization=polysome; rnaExtract=longNonPolyA; submittedDataVersion=V2 - Repacing . with -1 for missing data; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000337; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5609; geoSampleAccession=GSM849354; labExpId=I32; bioRep=gen0152P; tableName=wgEncodeRikenCageK562PolysomePamTssHmmV2; type=bedRnaElements; md5sum=f61ee82416ace47764beae04bbcddd94; size=9.4M"	Gingeras	RIKEN	wgEncodeRikenCage	Cage	TssHmm	K562	polysome	longNonPolyA	NA	ENCODE Mar 2012 Freeze	wgEncodeEH000337	2012-02-10	2012-11-10	GSM849354	I32	"wgEncodeRikenCageK562PolysomePamTssHmmV2.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=K562; localization=polysome; rnaExtract=longNonPolyA; submittedDataVersion=V2 - Repacing . with -1 for missing data; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000337; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5609; geoSampleAccession=GSM849354; labExpId=I32; bioRep=gen0152P; tableName=wgEncodeRikenCageK562PolysomePamTssHmmV2; type=bedRnaElements; md5sum=f61ee82416ace47764beae04bbcddd94; size=9.4M"	"wgEncodeRikenCageK562PolysomePamTssHmmV2.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=K562; localization=polysome; rnaExtract=longNonPolyA; submittedDataVersion=V2 - Repacing . with -1 for missing data; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000337; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5609; geoSampleAccession=GSM849354; labExpId=I32; bioRep=gen0152P; tableName=wgEncodeRikenCageK562PolysomePamTssHmmV2; type=bedRnaElements; md5sum=f61ee82416ace47764beae04bbcddd94; size=9.4M"	wgEncodeRikenCageK562PolysomePamTssHmmV2	bedRnaElements	f61ee82416ace47764beae04bbcddd94	9.4M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562PolysomePamTssHmmV2.bedRnaElements.gz	"wgEncodeRikenCageK562PolysomePamTssHmmV2.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=K562; localization=polysome; rnaExtract=longNonPolyA; submittedDataVersion=V2 - Repacing . with -1 for missing data; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000337; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5609; geoSampleAccession=GSM849354; labExpId=I32; bioRep=gen0152P; tableName=wgEncodeRikenCageK562PolysomePamTssHmmV2; type=bedRnaElements; md5sum=f61ee82416ace47764beae04bbcddd94; size=9.4M"
wgEncodeRikenCageMcf7CellPapTssHmm.bedRnaElements.gz	NA	"wgEncodeRikenCageMcf7CellPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=MCF-7; localization=cell; rnaExtract=longPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH001151; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5610; geoSampleAccession=GSM849364; labExpId=K07,K11; bioRep=015WC,016WC; labVersion=IDR; seqPlatform=Illumina_GA2x; tableName=wgEncodeRikenCageMcf7CellPapTssHmm; type=bedRnaElements; md5sum=32fd7d2176d2f79b610fc49696232122; size=3.0M"	Gingeras	RIKEN	wgEncodeRikenCage	Cage	TssHmm	MCF-7	cell	longPolyA	NA	ENCODE Mar 2012 Freeze	wgEncodeEH001151	2012-02-10	2012-11-10	GSM849364	K07,K11	015WC,016WC; labVersion=IDR	Illumina_GA2x	wgEncodeRikenCageMcf7CellPapTssHmm	bedRnaElements	32fd7d2176d2f79b610fc49696232122	3.0M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageMcf7CellPapTssHmm.bedRnaElements.gz	"wgEncodeRikenCageMcf7CellPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=MCF-7; localization=cell; rnaExtract=longPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH001151; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5610; geoSampleAccession=GSM849364; labExpId=K07,K11; bioRep=015WC,016WC; labVersion=IDR; seqPlatform=Illumina_GA2x; tableName=wgEncodeRikenCageMcf7CellPapTssHmm; type=bedRnaElements; md5sum=32fd7d2176d2f79b610fc49696232122; size=3.0M"
wgEncodeRikenCageMcf7CytosolPapTssHmm.bedRnaElements.gz	NA	"wgEncodeRikenCageMcf7CytosolPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=MCF-7; localization=cytosol; rnaExtract=longPolyA; readType=1x50; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002755; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6728; geoSampleAccession=GSM979657; labExpId=CThi10051,CThi10053; bioRep=089C,090C; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageMcf7CytosolPapTssHmm; type=bedRnaElements; md5sum=9b99df1d4a662162004889071f8d5f35; size=3.0M"	Gingeras	RIKEN	wgEncodeRikenCage	Cage	TssHmm	MCF-7	cytosol	longPolyA	NA	ENCODE Mar 2012 Freeze	wgEncodeEH002755	2012-03-30	2012-12-30	GSM979657	CThi10051,CThi10053	089C,090C	Illumina_HiSeq_2000	wgEncodeRikenCageMcf7CytosolPapTssHmm	bedRnaElements	9b99df1d4a662162004889071f8d5f35	3.0M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageMcf7CytosolPapTssHmm.bedRnaElements.gz	"wgEncodeRikenCageMcf7CytosolPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=MCF-7; localization=cytosol; rnaExtract=longPolyA; readType=1x50; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002755; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6728; geoSampleAccession=GSM979657; labExpId=CThi10051,CThi10053; bioRep=089C,090C; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageMcf7CytosolPapTssHmm; type=bedRnaElements; md5sum=9b99df1d4a662162004889071f8d5f35; size=3.0M"
wgEncodeRikenCageMcf7NucleusPapTssHmm.bedRnaElements.gz	NA	"wgEncodeRikenCageMcf7NucleusPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=MCF-7; localization=nucleus; rnaExtract=longPolyA; readType=1x50; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002756; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6738; geoSampleAccession=GSM979654; labExpId=CThi10052,CThi10054; bioRep=089N,090N; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageMcf7NucleusPapTssHmm; type=bedRnaElements; md5sum=2cad78608842b890816b348a2f401faa; size=4.5M"	Gingeras	RIKEN	wgEncodeRikenCage	Cage	TssHmm	MCF-7	nucleus	longPolyA	NA	ENCODE Mar 2012 Freeze	wgEncodeEH002756	2012-03-30	2012-12-30	GSM979654	CThi10052,CThi10054	089N,090N	Illumina_HiSeq_2000	wgEncodeRikenCageMcf7NucleusPapTssHmm	bedRnaElements	2cad78608842b890816b348a2f401faa	4.5M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageMcf7NucleusPapTssHmm.bedRnaElements.gz	"wgEncodeRikenCageMcf7NucleusPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=MCF-7; localization=nucleus; rnaExtract=longPolyA; readType=1x50; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002756; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6738; geoSampleAccession=GSM979654; labExpId=CThi10052,CThi10054; bioRep=089N,090N; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageMcf7NucleusPapTssHmm; type=bedRnaElements; md5sum=2cad78608842b890816b348a2f401faa; size=4.5M"
wgEncodeRikenCageMonocd14CellPapTssHmm.bedRnaElements.gz	NA	"wgEncodeRikenCageMonocd14CellPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=Monocytes-CD14+; localization=cell; rnaExtract=longPolyA; readType=1x50; donorId=RO01746; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002757; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6715; geoSampleAccession=GSM979655; labExpId=CThi10021,CThi10022; bioRep=039WC,040WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageMonocd14CellPapTssHmm; type=bedRnaElements; md5sum=e44371b91fd0bb68b25c4231941fe096; size=2.7M"	Gingeras	RIKEN	wgEncodeRikenCage	Cage	TssHmm	Monocytes-CD14+	cell	longPolyA	NA	ENCODE Mar 2012 Freeze	wgEncodeEH002757	2012-03-30	2012-12-30	GSM979655	CThi10021,CThi10022	039WC,040WC	Illumina_HiSeq_2000	wgEncodeRikenCageMonocd14CellPapTssHmm	bedRnaElements	e44371b91fd0bb68b25c4231941fe096	2.7M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageMonocd14CellPapTssHmm.bedRnaElements.gz	"wgEncodeRikenCageMonocd14CellPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=Monocytes-CD14+; localization=cell; rnaExtract=longPolyA; readType=1x50; donorId=RO01746; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002757; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6715; geoSampleAccession=GSM979655; labExpId=CThi10021,CThi10022; bioRep=039WC,040WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageMonocd14CellPapTssHmm; type=bedRnaElements; md5sum=e44371b91fd0bb68b25c4231941fe096; size=2.7M"
wgEncodeRikenCageNhdfCellPapTssHmm.bedRnaElements.gz	NA	"wgEncodeRikenCageNhdfCellPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=NHDF; localization=cell; rnaExtract=longPolyA; readType=1x50; donorId=7071701.2,0060801.3; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002758; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6730; geoSampleAccession=GSM979662; labExpId=CThi10032,CThi10033; bioRep=049WC,050WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageNhdfCellPapTssHmm; type=bedRnaElements; md5sum=590935f5c6400900191a9724fdd1eaff; size=1.7M"	Gingeras	RIKEN	wgEncodeRikenCage	Cage	TssHmm	NHDF	cell	longPolyA	NA	ENCODE Mar 2012 Freeze	wgEncodeEH002758	2012-03-30	2012-12-30	GSM979662	CThi10032,CThi10033	049WC,050WC	Illumina_HiSeq_2000	wgEncodeRikenCageNhdfCellPapTssHmm	bedRnaElements	590935f5c6400900191a9724fdd1eaff	1.7M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhdfCellPapTssHmm.bedRnaElements.gz	"wgEncodeRikenCageNhdfCellPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=NHDF; localization=cell; rnaExtract=longPolyA; readType=1x50; donorId=7071701.2,0060801.3; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002758; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6730; geoSampleAccession=GSM979662; labExpId=CThi10032,CThi10033; bioRep=049WC,050WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageNhdfCellPapTssHmm; type=bedRnaElements; md5sum=590935f5c6400900191a9724fdd1eaff; size=1.7M"
wgEncodeRikenCageNhekCellPapTssHmm.bedRnaElements.gz	NA	"wgEncodeRikenCageNhekCellPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=NHEK; localization=cell; rnaExtract=longPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH001152; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5610; geoSampleAccession=GSM849367; labExpId=J76,J77; bioRep=007WC,008WC; labVersion=IDR; seqPlatform=Illumina_GA2x; tableName=wgEncodeRikenCageNhekCellPapTssHmm; type=bedRnaElements; md5sum=6b12bf2ae2ba24248778617904d74267; size=4.0M"	Gingeras	RIKEN	wgEncodeRikenCage	Cage	TssHmm	NHEK	cell	longPolyA	NA	ENCODE Mar 2012 Freeze	wgEncodeEH001152	2012-02-10	2012-11-10	GSM849367	J76,J77	007WC,008WC; labVersion=IDR	Illumina_GA2x	wgEncodeRikenCageNhekCellPapTssHmm	bedRnaElements	6b12bf2ae2ba24248778617904d74267	4.0M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhekCellPapTssHmm.bedRnaElements.gz	"wgEncodeRikenCageNhekCellPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=NHEK; localization=cell; rnaExtract=longPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH001152; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5610; geoSampleAccession=GSM849367; labExpId=J76,J77; bioRep=007WC,008WC; labVersion=IDR; seqPlatform=Illumina_GA2x; tableName=wgEncodeRikenCageNhekCellPapTssHmm; type=bedRnaElements; md5sum=6b12bf2ae2ba24248778617904d74267; size=4.0M"
