file name	project	grant	lab	composite	data type	view	cell	localization	rna extract	replicate	data version	dcc accession	date submitted	date unrestricted	GEO sample accession	lab exp ID	bio rep	seq platform	table name	type	md5sum	size	url
wgEncodeRikenCageHmepcCellPapTssHmm.bedRnaElements.gz	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	TssHmm	HMEpC	cell	"wgEncodeRikenCageHmepcCellPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=HMEpC; localization=cell; rnaExtract=longPolyA; readType=1x50; donorId=6022801.3; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002744; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6722; geoSampleAccession=GSM979641; labExpId=CThi10105GAT; bioRep=063WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHmepcCellPapTssHmm; type=bedRnaElements; md5sum=2086ceaa259db00df99625d501e85f06; size=1.1M"	"wgEncodeRikenCageHmepcCellPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=HMEpC; localization=cell; rnaExtract=longPolyA; readType=1x50; donorId=6022801.3; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002744; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6722; geoSampleAccession=GSM979641; labExpId=CThi10105GAT; bioRep=063WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHmepcCellPapTssHmm; type=bedRnaElements; md5sum=2086ceaa259db00df99625d501e85f06; size=1.1M"	ENCODE Mar 2012 Freeze	wgEncodeEH002744	2012-03-30	2012-12-30	GSM979641; labExpId=CThi10105GAT; bioRep=063WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHmepcCellPapTssHmm; type=bedRnaElements; md5sum=2086ceaa259db00df99625d501e85f06	CThi10105GAT	063WC	Illumina_HiSeq_2000	wgEncodeRikenCageHmepcCellPapTssHmm	bedRnaElements	2086ceaa259db00df99625d501e85f06	1.1M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHmepcCellPapTssHmm.bedRnaElements.gz
wgEncodeRikenCageHmscatCellPapAlnRep1.bam	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	Alignments	hMSC-AT	cell	longPolyA; readType=1x50	1; donorId=0102604.12	ENCODE Mar 2012 Freeze	wgEncodeEH002765	2012-03-30	2012-12-30	"wgEncodeRikenCageHmscatCellPapAlnRep1.bam	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=Alignments; cell=hMSC-AT; localization=cell; rnaExtract=longPolyA; readType=1x50; replicate=1; donorId=0102604.12; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002765; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6706; labExpId=CThi10105ACA; bioRep=065WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHmscatCellPapAlnRep1; type=bam; md5sum=980046cc51b708327214eb2a634eb0e8; size=339M"	CThi10105ACA	065WC	Illumina_HiSeq_2000	wgEncodeRikenCageHmscatCellPapAlnRep1	bam	980046cc51b708327214eb2a634eb0e8	339M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHmscatCellPapAlnRep1.bam
wgEncodeRikenCageHmscatCellPapAlnRep1.bam.bai	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	Alignments	hMSC-AT	cell	longPolyA; readType=1x50	1; donorId=0102604.12	ENCODE Mar 2012 Freeze	wgEncodeEH002765	2012-03-30	2012-12-30	"wgEncodeRikenCageHmscatCellPapAlnRep1.bam.bai	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=Alignments; cell=hMSC-AT; localization=cell; rnaExtract=longPolyA; readType=1x50; replicate=1; donorId=0102604.12; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002765; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6706; labExpId=CThi10105ACA; bioRep=065WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHmscatCellPapAlnRep1; type=bai; md5sum=3a9804cc91fe78c3ee04812d65138d93; size=3.3M"	CThi10105ACA	065WC	Illumina_HiSeq_2000	wgEncodeRikenCageHmscatCellPapAlnRep1	bai	3a9804cc91fe78c3ee04812d65138d93	3.3M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHmscatCellPapAlnRep1.bam.bai
wgEncodeRikenCageHmscatCellPapAlnRep2.bam	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	Alignments	hMSC-AT	cell	longPolyA; readType=1x50	2; donorId=9061601.12	ENCODE Mar 2012 Freeze	wgEncodeEH002765	2012-03-30	2012-12-30	"wgEncodeRikenCageHmscatCellPapAlnRep2.bam	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=Alignments; cell=hMSC-AT; localization=cell; rnaExtract=longPolyA; readType=1x50; replicate=2; donorId=9061601.12; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002765; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6664; labExpId=CThi10104GAT; bioRep=066WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHmscatCellPapAlnRep2; type=bam; md5sum=e2dc0ad2bea4d51a66d104e1067edf98; size=530M"	CThi10104GAT	066WC	Illumina_HiSeq_2000	wgEncodeRikenCageHmscatCellPapAlnRep2	bam	e2dc0ad2bea4d51a66d104e1067edf98	530M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHmscatCellPapAlnRep2.bam
wgEncodeRikenCageHmscatCellPapAlnRep2.bam.bai	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	Alignments	hMSC-AT	cell	longPolyA; readType=1x50	2; donorId=9061601.12	ENCODE Mar 2012 Freeze	wgEncodeEH002765	2012-03-30	2012-12-30	"wgEncodeRikenCageHmscatCellPapAlnRep2.bam.bai	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=Alignments; cell=hMSC-AT; localization=cell; rnaExtract=longPolyA; readType=1x50; replicate=2; donorId=9061601.12; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002765; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6664; labExpId=CThi10104GAT; bioRep=066WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHmscatCellPapAlnRep2; type=bai; md5sum=bea4c76fc37b7a93cf55f5ecbc43bc5a; size=3.7M"	CThi10104GAT	066WC	Illumina_HiSeq_2000	wgEncodeRikenCageHmscatCellPapAlnRep2	bai	bea4c76fc37b7a93cf55f5ecbc43bc5a	3.7M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHmscatCellPapAlnRep2.bam.bai
wgEncodeRikenCageHmscatCellPapMinusRawRep1.bigWig	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	MinusSignal	hMSC-AT	cell	longPolyA; readType=1x50	1; donorId=0102604.12	ENCODE Mar 2012 Freeze	wgEncodeEH002765	2012-03-30	2012-12-30	GSM979652; labExpId=CThi10105ACA; bioRep=065WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHmscatCellPapMinusRawRep1; type=bigWig; md5sum=b57164643803da6826596760dc823507	CThi10105ACA	065WC	Illumina_HiSeq_2000	wgEncodeRikenCageHmscatCellPapMinusRawRep1	bigWig	b57164643803da6826596760dc823507	7.8M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHmscatCellPapMinusRawRep1.bigWig
wgEncodeRikenCageHmscatCellPapMinusRawRep2.bigWig	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	MinusSignal	hMSC-AT	cell	longPolyA; readType=1x50	2; donorId=9061601.12	ENCODE Mar 2012 Freeze	wgEncodeEH002765	2012-03-30	2012-12-30	GSM979652; labExpId=CThi10104GAT; bioRep=066WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHmscatCellPapMinusRawRep2; type=bigWig; md5sum=5f941c27d13a5e8fac1d9df4750e16f7	CThi10104GAT	066WC	Illumina_HiSeq_2000	wgEncodeRikenCageHmscatCellPapMinusRawRep2	bigWig	5f941c27d13a5e8fac1d9df4750e16f7	10M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHmscatCellPapMinusRawRep2.bigWig
wgEncodeRikenCageHmscatCellPapPlusRawRep1.bigWig	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	PlusSignal	hMSC-AT	cell	longPolyA; readType=1x50	1; donorId=0102604.12	ENCODE Mar 2012 Freeze	wgEncodeEH002765	2012-03-30	2012-12-30	GSM979652; labExpId=CThi10105ACA; bioRep=065WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHmscatCellPapPlusRawRep1; type=bigWig; md5sum=9467c8e83ff1f795b26a311d45484d04	CThi10105ACA	065WC	Illumina_HiSeq_2000	wgEncodeRikenCageHmscatCellPapPlusRawRep1	bigWig	9467c8e83ff1f795b26a311d45484d04	7.4M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHmscatCellPapPlusRawRep1.bigWig
wgEncodeRikenCageHmscatCellPapPlusRawRep2.bigWig	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	PlusSignal	hMSC-AT	cell	longPolyA; readType=1x50	2; donorId=9061601.12	ENCODE Mar 2012 Freeze	wgEncodeEH002765	2012-03-30	2012-12-30	GSM979652; labExpId=CThi10104GAT; bioRep=066WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHmscatCellPapPlusRawRep2; type=bigWig; md5sum=86d9b9ceeadaa1b88cca2d32fa8e18ad	CThi10104GAT	066WC	Illumina_HiSeq_2000	wgEncodeRikenCageHmscatCellPapPlusRawRep2	bigWig	86d9b9ceeadaa1b88cca2d32fa8e18ad	9.5M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHmscatCellPapPlusRawRep2.bigWig
wgEncodeRikenCageHmscatCellPapRawDataRep1.fastq.gz	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	RawData	hMSC-AT	cell	longPolyA; readType=1x50	1; donorId=0102604.12	ENCODE Mar 2012 Freeze	wgEncodeEH002765	2012-03-28	2012-12-28	GSM979652; labExpId=CThi10105ACA; bioRep=065WC; seqPlatform=Illumina_HiSeq_2000; type=fastq; md5sum=601909b45f6cd13f0d746e0699d1f80f	CThi10105ACA	065WC	"wgEncodeRikenCageHmscatCellPapRawDataRep1.fastq.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=RawData; cell=hMSC-AT; localization=cell; rnaExtract=longPolyA; readType=1x50; replicate=1; donorId=0102604.12; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002765; dateSubmitted=2012-03-28; dateUnrestricted=2012-12-28; subId=6483; geoSampleAccession=GSM979652; labExpId=CThi10105ACA; bioRep=065WC; seqPlatform=Illumina_HiSeq_2000; type=fastq; md5sum=601909b45f6cd13f0d746e0699d1f80f; size=587M"	"wgEncodeRikenCageHmscatCellPapRawDataRep1.fastq.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=RawData; cell=hMSC-AT; localization=cell; rnaExtract=longPolyA; readType=1x50; replicate=1; donorId=0102604.12; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002765; dateSubmitted=2012-03-28; dateUnrestricted=2012-12-28; subId=6483; geoSampleAccession=GSM979652; labExpId=CThi10105ACA; bioRep=065WC; seqPlatform=Illumina_HiSeq_2000; type=fastq; md5sum=601909b45f6cd13f0d746e0699d1f80f; size=587M"	fastq	601909b45f6cd13f0d746e0699d1f80f	587M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHmscatCellPapRawDataRep1.fastq.gz
wgEncodeRikenCageHmscatCellPapRawDataRep2.fastq.gz	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	RawData	hMSC-AT	cell	longPolyA; readType=1x50	2; donorId=9061601.12	ENCODE Mar 2012 Freeze	wgEncodeEH002765	2012-03-28	2012-12-28	GSM979652; labExpId=CThi10104GAT; bioRep=066WC; seqPlatform=Illumina_HiSeq_2000; type=fastq; md5sum=bb080a462e532f415e905fd1efb33265	CThi10104GAT	066WC	"wgEncodeRikenCageHmscatCellPapRawDataRep2.fastq.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=RawData; cell=hMSC-AT; localization=cell; rnaExtract=longPolyA; readType=1x50; replicate=2; donorId=9061601.12; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002765; dateSubmitted=2012-03-28; dateUnrestricted=2012-12-28; subId=6442; geoSampleAccession=GSM979652; labExpId=CThi10104GAT; bioRep=066WC; seqPlatform=Illumina_HiSeq_2000; type=fastq; md5sum=bb080a462e532f415e905fd1efb33265; size=930M"	"wgEncodeRikenCageHmscatCellPapRawDataRep2.fastq.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=RawData; cell=hMSC-AT; localization=cell; rnaExtract=longPolyA; readType=1x50; replicate=2; donorId=9061601.12; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002765; dateSubmitted=2012-03-28; dateUnrestricted=2012-12-28; subId=6442; geoSampleAccession=GSM979652; labExpId=CThi10104GAT; bioRep=066WC; seqPlatform=Illumina_HiSeq_2000; type=fastq; md5sum=bb080a462e532f415e905fd1efb33265; size=930M"	fastq	bb080a462e532f415e905fd1efb33265	930M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHmscatCellPapRawDataRep2.fastq.gz
wgEncodeRikenCageHmscatCellPapTssHmm.bedRnaElements.gz	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	TssHmm	hMSC-AT	cell	"wgEncodeRikenCageHmscatCellPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=hMSC-AT; localization=cell; rnaExtract=longPolyA; readType=1x50; donorId=0102604.12,9061601.12; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002765; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6714; geoSampleAccession=GSM979652; labExpId=CThi10105ACA,CThi10104GAT; bioRep=065WC,066WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHmscatCellPapTssHmm; type=bedRnaElements; md5sum=19c4ad122a079e2041c4a2989085c7ff; size=1.3M"	"wgEncodeRikenCageHmscatCellPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=hMSC-AT; localization=cell; rnaExtract=longPolyA; readType=1x50; donorId=0102604.12,9061601.12; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002765; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6714; geoSampleAccession=GSM979652; labExpId=CThi10105ACA,CThi10104GAT; bioRep=065WC,066WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHmscatCellPapTssHmm; type=bedRnaElements; md5sum=19c4ad122a079e2041c4a2989085c7ff; size=1.3M"	ENCODE Mar 2012 Freeze	wgEncodeEH002765	2012-03-30	2012-12-30	GSM979652; labExpId=CThi10105ACA,CThi10104GAT; bioRep=065WC,066WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHmscatCellPapTssHmm; type=bedRnaElements; md5sum=19c4ad122a079e2041c4a2989085c7ff	CThi10105ACA,CThi10104GAT	065WC,066WC	Illumina_HiSeq_2000	wgEncodeRikenCageHmscatCellPapTssHmm	bedRnaElements	19c4ad122a079e2041c4a2989085c7ff	1.3M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHmscatCellPapTssHmm.bedRnaElements.gz
wgEncodeRikenCageHmscbmCellPapAlnRep1.bam	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	Alignments	hMSC-BM	cell	longPolyA; readType=1x50	1; donorId=0051105.11	ENCODE Mar 2012 Freeze	wgEncodeEH002766	2012-03-30	2012-12-30	"wgEncodeRikenCageHmscbmCellPapAlnRep1.bam	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=Alignments; cell=hMSC-BM; localization=cell; rnaExtract=longPolyA; readType=1x50; replicate=1; donorId=0051105.11; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002766; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6686; labExpId=CThi10103ATC; bioRep=067WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHmscbmCellPapAlnRep1; type=bam; md5sum=8a0443fb6ab8a7ea9853179771ff8333; size=318M"	CThi10103ATC	067WC	Illumina_HiSeq_2000	wgEncodeRikenCageHmscbmCellPapAlnRep1	bam	8a0443fb6ab8a7ea9853179771ff8333	318M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHmscbmCellPapAlnRep1.bam
wgEncodeRikenCageHmscbmCellPapAlnRep1.bam.bai	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	Alignments	hMSC-BM	cell	longPolyA; readType=1x50	1; donorId=0051105.11	ENCODE Mar 2012 Freeze	wgEncodeEH002766	2012-03-30	2012-12-30	"wgEncodeRikenCageHmscbmCellPapAlnRep1.bam.bai	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=Alignments; cell=hMSC-BM; localization=cell; rnaExtract=longPolyA; readType=1x50; replicate=1; donorId=0051105.11; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002766; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6686; labExpId=CThi10103ATC; bioRep=067WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHmscbmCellPapAlnRep1; type=bai; md5sum=5f8000827e6b44903ed1c6205732394b; size=3.0M"	CThi10103ATC	067WC	Illumina_HiSeq_2000	wgEncodeRikenCageHmscbmCellPapAlnRep1	bai	5f8000827e6b44903ed1c6205732394b	3.0M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHmscbmCellPapAlnRep1.bam.bai
wgEncodeRikenCageHmscbmCellPapAlnRep2.bam	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	Alignments	hMSC-BM	cell	longPolyA; readType=1x50	2; donorId=0050602.11	ENCODE Mar 2012 Freeze	wgEncodeEH002766	2012-03-30	2012-12-30	"wgEncodeRikenCageHmscbmCellPapAlnRep2.bam	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=Alignments; cell=hMSC-BM; localization=cell; rnaExtract=longPolyA; readType=1x50; replicate=2; donorId=0050602.11; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002766; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6684; labExpId=CThi10100ACA; bioRep=068WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHmscbmCellPapAlnRep2; type=bam; md5sum=579776f5ec2b0142872a30eb1e53e419; size=196M"	CThi10100ACA	068WC	Illumina_HiSeq_2000	wgEncodeRikenCageHmscbmCellPapAlnRep2	bam	579776f5ec2b0142872a30eb1e53e419	196M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHmscbmCellPapAlnRep2.bam
wgEncodeRikenCageHmscbmCellPapAlnRep2.bam.bai	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	Alignments	hMSC-BM	cell	longPolyA; readType=1x50	2; donorId=0050602.11	ENCODE Mar 2012 Freeze	wgEncodeEH002766	2012-03-30	2012-12-30	"wgEncodeRikenCageHmscbmCellPapAlnRep2.bam.bai	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=Alignments; cell=hMSC-BM; localization=cell; rnaExtract=longPolyA; readType=1x50; replicate=2; donorId=0050602.11; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002766; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6684; labExpId=CThi10100ACA; bioRep=068WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHmscbmCellPapAlnRep2; type=bai; md5sum=ce8ebefbe1aa690030a712c465732f08; size=2.6M"	CThi10100ACA	068WC	Illumina_HiSeq_2000	wgEncodeRikenCageHmscbmCellPapAlnRep2	bai	ce8ebefbe1aa690030a712c465732f08	2.6M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHmscbmCellPapAlnRep2.bam.bai
wgEncodeRikenCageHmscbmCellPapMinusRawRep1.bigWig	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	MinusSignal	hMSC-BM	cell	longPolyA; readType=1x50	1; donorId=0051105.11	ENCODE Mar 2012 Freeze	wgEncodeEH002766	2012-03-30	2012-12-30	GSM979651; labExpId=CThi10103ATC; bioRep=067WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHmscbmCellPapMinusRawRep1; type=bigWig; md5sum=085fca3bf647fbe0a9c507acc06ff188	CThi10103ATC	067WC	Illumina_HiSeq_2000	wgEncodeRikenCageHmscbmCellPapMinusRawRep1	bigWig	085fca3bf647fbe0a9c507acc06ff188	5.9M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHmscbmCellPapMinusRawRep1.bigWig
wgEncodeRikenCageHmscbmCellPapMinusRawRep2.bigWig	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	MinusSignal	hMSC-BM	cell	longPolyA; readType=1x50	2; donorId=0050602.11	ENCODE Mar 2012 Freeze	wgEncodeEH002766	2012-03-30	2012-12-30	GSM979651; labExpId=CThi10100ACA; bioRep=068WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHmscbmCellPapMinusRawRep2; type=bigWig; md5sum=a9bfecbd50178e599295da0d7290e542	CThi10100ACA	068WC	Illumina_HiSeq_2000	wgEncodeRikenCageHmscbmCellPapMinusRawRep2	bigWig	a9bfecbd50178e599295da0d7290e542	3.8M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHmscbmCellPapMinusRawRep2.bigWig
wgEncodeRikenCageHmscbmCellPapPlusRawRep1.bigWig	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	PlusSignal	hMSC-BM	cell	longPolyA; readType=1x50	1; donorId=0051105.11	ENCODE Mar 2012 Freeze	wgEncodeEH002766	2012-03-30	2012-12-30	GSM979651; labExpId=CThi10103ATC; bioRep=067WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHmscbmCellPapPlusRawRep1; type=bigWig; md5sum=120ee4dc72b1d20df23963c185cc8c14	CThi10103ATC	067WC	Illumina_HiSeq_2000	wgEncodeRikenCageHmscbmCellPapPlusRawRep1	bigWig	120ee4dc72b1d20df23963c185cc8c14	5.8M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHmscbmCellPapPlusRawRep1.bigWig
wgEncodeRikenCageHmscbmCellPapPlusRawRep2.bigWig	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	PlusSignal	hMSC-BM	cell	longPolyA; readType=1x50	2; donorId=0050602.11	ENCODE Mar 2012 Freeze	wgEncodeEH002766	2012-03-30	2012-12-30	GSM979651; labExpId=CThi10100ACA; bioRep=068WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHmscbmCellPapPlusRawRep2; type=bigWig; md5sum=27f7549d8ae1efe8549733a60c7a571b	CThi10100ACA	068WC	Illumina_HiSeq_2000	wgEncodeRikenCageHmscbmCellPapPlusRawRep2	bigWig	27f7549d8ae1efe8549733a60c7a571b	3.8M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHmscbmCellPapPlusRawRep2.bigWig
wgEncodeRikenCageHmscbmCellPapRawDataRep1.fastq.gz	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	RawData	hMSC-BM	cell	longPolyA; readType=1x50	1; donorId=0051105.11	ENCODE Mar 2012 Freeze	wgEncodeEH002766	2012-03-28	2012-12-28	GSM979651; labExpId=CThi10103ATC; bioRep=067WC; seqPlatform=Illumina_HiSeq_2000; type=fastq; md5sum=0877bff47c35f382b23f3902679b2f4c	CThi10103ATC	067WC	"wgEncodeRikenCageHmscbmCellPapRawDataRep1.fastq.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=RawData; cell=hMSC-BM; localization=cell; rnaExtract=longPolyA; readType=1x50; replicate=1; donorId=0051105.11; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002766; dateSubmitted=2012-03-28; dateUnrestricted=2012-12-28; subId=6464; geoSampleAccession=GSM979651; labExpId=CThi10103ATC; bioRep=067WC; seqPlatform=Illumina_HiSeq_2000; type=fastq; md5sum=0877bff47c35f382b23f3902679b2f4c; size=546M"	"wgEncodeRikenCageHmscbmCellPapRawDataRep1.fastq.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=RawData; cell=hMSC-BM; localization=cell; rnaExtract=longPolyA; readType=1x50; replicate=1; donorId=0051105.11; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002766; dateSubmitted=2012-03-28; dateUnrestricted=2012-12-28; subId=6464; geoSampleAccession=GSM979651; labExpId=CThi10103ATC; bioRep=067WC; seqPlatform=Illumina_HiSeq_2000; type=fastq; md5sum=0877bff47c35f382b23f3902679b2f4c; size=546M"	fastq	0877bff47c35f382b23f3902679b2f4c	546M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHmscbmCellPapRawDataRep1.fastq.gz
